"","aprovado_vaga","codigo_vaga","ultimo_cargo_candidato","area_interesse_candidato","nivel_candidato","formacao_candidato","cargo_vaga","cidade_vaga","ultimo_salario_candidato","nivel_ingles_candidato","nivel_espanhol_candidato","mediana_teste_ingles_candidato","mediana_teste_espanhol_candidato","mediana_teste_logica_candidato","mediana_teste_outros_candidato"
"28391",NA,"J","TRAINEE","RELACIONAMENTO","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",1250,4,3,7.40999984741211,0,4.82999992370605,8
"28392",NA,"J","ESTAGIARIO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",1400,4,1,6.125,5.5,7.66499996185303,6.80000019073486
"28393",NA,"J","CONSULTOR","MARKETING","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3500,4,3,2.84849998950958,6.5,4.37999999523163,7.84999990463257
"28394",NA,"J","OUTROS","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1000,3,0,6.83999991416931,0,5,6.69999980926514
"28395",NA,"J","SUPERVISOR","RELACIONAMENTO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4700,4,3,7.5,0,8,8.15000009536743
"28396",NA,"J","ASSISTENTE","RELACIONAMENTO","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",1751,4,4,9.24499988555908,1.7,6,7.40000009536743
"28397",NA,"J","OUTROS","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2000,3,1,8.15999984741211,5.75,7,6.5
"28398",NA,"J","PROFESSOR","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2500,4,2,7,6.25,6.65000009536743,8
"28399",NA,"J","PESQUISADOR","COMERCIAL/VENDAS","ESTAGIO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",0,3,0,7.375,0,7,8.5
"28400",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,2,6.125,0,7.25,7.04999995231628
"28401",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL DOUTORADO","NULL","PARANAGUA",1170,3,1,5.75,0,7.16499996185303,6.5
"28402",NA,"J","NAO CLASSIFICADO","ENGENHARIA","NULL","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",0,3,1,8,0,7,7.20000004768372
"28403",NA,"J","SUPERVISOR","PRODUCAO","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2500,2,1,7.125,0,6,4
"28404",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",525,3,0,1.3,0,6,8
"28405",NA,"J","ESTAGIARIO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",300,3,0,5.9449999332428,0,6.65999984741211,6.09999990463257
"28406",NA,"J","TRAINEE","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,0,0,0,0,0,10
"28407",NA,"J","GESTOR","ENGENHARIA","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",0,4,2,5.75,0,6,6.625
"28408",NA,"J","SUPERVISOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",5500,4,1,6,0,8.67000007629395,7.54999995231628
"28409",NA,"J","ANALISTA","QUALIDADE","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1400,3,1,5.27500009536743,0,5.98000001907349,8
"28410",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",4000,1,0,3.5,5.75,6,9
"28411",NA,"J","GESTOR","ENGENHARIA","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",8000,3,1,4.375,0,5,4.80000019073486
"28412",NA,"J","ANALISTA","FINANCAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",3700,4,1,6.32500004768372,5,7.34000015258789,4.45000004768372
"28413",NA,"J","ANALISTA","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2200,3,0,6.25,0,6.65999984741211,6
"28414",NA,"J","SUPERVISOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6930,3,1,1.4,0,8.67000007629395,7.19999980926514
"28415",NA,"J","ADMINISTRATIVO","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1750,4,2,6.30000019073486,0,4.3950001001358,5.80000019073486
"28416",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",4000,4,2,8,6.5,6.65999984741211,7.5
"28417",NA,"J","ANALISTA","LOGISTICA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5000,3,1,6.75,10,6.65499997138977,7.30000019073486
"28418",NA,"J","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",7658,3,0,7.98999977111816,0,6.80000019073486,8
"28419",NA,"J","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",650,4,4,7.75,7,3.29999995231628,3
"28420",NA,"J","ESTAGIARIO","LOGISTICA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,2,6.625,0,6.67000007629395,7.25
"28421",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4344,3,1,8.03500008583069,0,8.09999990463257,8.39999961853027
"28422",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",0,2,1,4.5,0,7.32999992370605,6.20000004768372
"28423",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1280,4,2,6.75,0,7.41000008583069,8
"28424",NA,"J","TECNICO","SSMA","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1200,0,0,2,0,2,1
"28425",NA,"J","AUXILIAR","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",2000,3,0,6.375,0,7,7.25
"28426",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2100,3,3,4.5,4.75,6.67000007629395,7
"28427",NA,"J","OUTROS","COMERCIAL/VENDAS","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",3000,4,3,8,0,3,8
"28428",NA,"J","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1300,4,1,6.75,0,6.90000009536743,5.34999990463257
"28429",NA,"J","TECNICO","SERVICOS TECNICOS","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4700,3,0,4,0,5.32999992370605,8.19999980926514
"28430",NA,"J","ANALISTA","SOCIAL","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6782,4,4,7.70000004768372,0,7.31999969482422,8.09999990463257
"28431",NA,"J","ANALISTA","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,1,6.75,0,7.32999992370605,6
"28432",NA,"J","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6000,4,1,9.32999992370605,6,8,7.49999976158142
"28433",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",8000,4,0,0,0,0,8.5
"28434",NA,"J","ANALISTA","MARKETING","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2200,3,1,7.375,0,7,9
"28435",NA,"J","ESTAGIARIO","TECNOLOGIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",900,4,0,4,0,6,7.19999980926514
"28436",NA,"J","PROFESSOR","INDUSTRIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",5030,3,3,6.63499999046326,1.7,8,7.40000009536743
"28437",NA,"J","OUTROS","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,2,8.875,0,7.75,8
"28438",NA,"J","CONSULTOR","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",3500,3,0,7,0,6.01000022888184,6.69999980926514
"28439",NA,"J","ANALISTA","SSMA","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",1600,4,4,6,0,5.98999977111816,4.69999980926514
"28440",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",8970,4,2,6.5,5.75,6.65999984741211,6.09999990463257
"28441",NA,"J","ASSISTENTE","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",2800,4,1,5,2.75,5,5.14999985694885
"28442",NA,"J","ANALISTA","LOGISTICA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",3000,4,1,5.5,0,8,9.5
"28443",NA,"J","GESTOR","RELACIONAMENTO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,1,8.5,0,8,8
"28444",NA,"J","ADMINISTRATIVO","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3500,4,3,7,6.75,8,6
"28445",NA,"J","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,4,7.32000017166138,0,6,6.90000009536743
"28446",NA,"J","PROFESSOR","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",0,2,0,0,0,4.5,7.34999990463257
"28447",NA,"J","OUTROS","ENGENHARIA","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",4967,4,1,9,1.7,8,7
"28448",NA,"J","DESENVOLVEDOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4100,4,1,7,5.5,7,2.5
"28449",NA,"J","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,2,0,5.5,0,6,6.75
"28450",NA,"J","PESQUISADOR","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",1500,3,1,6.75,0,8,6.79999995231628
"28451",NA,"J","ANALISTA","CONSTRU플O","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",3000,4,2,6.875,0,6.52999997138977,7.19999980926514
"28452",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",852,3,1,4.625,0,6.65999984741211,4.19999980926514
"28453",NA,"J","ANALISTA","FINANCAS","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6500,3,1,6.67000007629395,0,5.5,5.15000009536743
"28454",NA,"J","ASSISTENTE","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1500,3,1,6,6,5,6.25
"28455",NA,"J","ENGENHEIRO","INDUSTRIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4000,4,1,5.54999995231628,0,6,8.20000004768372
"28456",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4000,4,2,8.98999977111816,0,8.66580009460449,9
"28457",NA,"J","CONSULTOR","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3600,3,2,9,0,8.19999980926514,7.45000004768372
"28458",NA,"J","CONSULTOR","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR (CURSANDO)","NULL","PARANAGUA",0,3,1,6.75,0,7.32000017166138,8.39999985694885
"28459",NA,"J","TRAINEE","ENSINO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4000,3,1,5.875,6,6.58500003814697,7.90000009536743
"28460",NA,"J","ESTAGIARIO","ENSINO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,2,0,7.75,0,8.67000007629395,10
"28461",NA,"J","OUTROS","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",660,3,0,8.31999969482422,0,6.5,7.69999980926514
"28462",NA,"J","ADMINISTRATIVO","ENSINO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",500,0,0,3,0,4.82999992370605,3.5
"28463",NA,"J","GESTOR","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4160,3,0,7,0,6,6.95000004768372
"28464",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",0,3,1,3.97000002861023,0,6.58299994468689,6
"28465",NA,"J","ASSISTENTE","AUDITORIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2300,3,3,5,0,4.65999984741211,5.19999980926514
"28466",NA,"J","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4000,3,1,5.59499990940094,0,4.80000019073486,2.79999995231628
"28467",NA,"J","CONSULTOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,1,7.75,0,5.98999977111816,7.5
"28468",NA,"J","AUXILIAR","PRODUCAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1732,3,2,3,0,6,4.5
"28469",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",7500,3,2,6.71500015258789,0,7.84999990463257,7.19999980926514
"28470",NA,"J","CONSULTOR","GESTAO","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,1,6.5,0,7.07999992370605,8
"28471",NA,"J","SUPERVISOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4033,3,2,7,6.25,6.67999982833862,8.59999990463257
"28472",NA,"J","OUTROS","INDUSTRIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1200,1,0,3,1.75,3.98000001907349,3.30000001192093
"28473",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,2,1,6.625,0,2.55,5.80000019073486
"28474",NA,"J","ANALISTA","COMPRAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",2800,3,3,4.5,0,5.98999977111816,8.39999961853027
"28475",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","PARANAGUA",1500,3,1,8.32999992370605,0,9.19999980926514,9
"28476",NA,"J","ASSISTENTE","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2650,3,3,5.875,7,7,4.80000019073486
"28477",NA,"J","TRAINEE","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5400,4,1,9.49499988555908,0,5.99940013885498,8.79999995231628
"28478",NA,"J","ENGENHERIO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,2,1,4.5,3.5,7.32000017166138,4.75
"28479",NA,"J","AUXILIAR","FINANCAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,2,0,5.45000004768372,0,4.99810004234314,6.5
"28480",NA,"J","ADVOGADO","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1650,4,2,6,4.5,7.32000017166138,3.60000002384186
"28481",NA,"J","OUTROS","OUTROS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,0,0,0,0,0,5.5
"28482",NA,"J","OUTROS","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3000,4,2,6.98000001907349,0,7.19999980926514,3.95000004768372
"28483",NA,"J","ANALISTA","FINANCAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2500,3,2,6.86999988555908,6,6.65999984741211,7
"28484",NA,"J","ENGENHEIRO","ENGENHARIA","SENIOR","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",6100,4,2,9,4.25,7.32999992370605,8.90000009536743
"28485",NA,"J","ASSISTENTE","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2500,3,3,9.38000011444092,0,6,7.59999990463257
"28486",NA,"J","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",3500,2,4,6.5,0,6.65000009536743,4
"28487",NA,"J","OUTROS","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2702,3,1,3,3.25,4.5,6.34999990463257
"28488",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1105,1,1,2.98000001907349,0,6.65999984741211,5.35000014305115
"28489",NA,"J","ANALISTA","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",0,2,3,5.5,0,5.99940013885498,10
"28490",NA,"J","ENGENHEIRO","COMPRAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",0,3,2,8.31999969482422,0,7,2.15999999046326
"28491",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",7500,3,1,7.125,0,5.98000001907349,5.5
"28492",NA,"J","GESTOR","FINANCAS","DIRETORIA","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1200,4,3,8,0,7.32000017166138,6.40000009536743
"28493",NA,"J","ANALISTA","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",600,4,0,8.99499988555908,4.75,7.32000017166138,9
"28494",NA,"J","CONSULTOR","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1300,0,0,2.25,0,4,3.10000002384186
"28495",NA,"J","GESTOR","ADMINISTRACAO","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2000,3,1,7.875,5,7.34000015258789,6.90000009536743
"28496",NA,"J","ENGENHEIRO","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",4500,3,2,8.125,1.4,7.32000017166138,7
"28497",NA,"J","COMPRADOR","COMPRAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6500,4,1,7.25,0,6.25,6.20000004768372
"28498",NA,"J","ESTAGIARIO","RELACIONAMENTO","ESTAGIO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",0,3,2,5.875,0,5.98999977111816,6.90000009536743
"28499",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,0,0,0,0,5.34999990463257
"28500",NA,"J","ANALISTA","COMPRAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2800,4,2,8.15999984741211,1.6,6.65999984741211,6.80000019073486
"28501",NA,"J","ASSISTENTE","LOGISTICA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,3,7.5,6.75,7.16000008583069,7.19999980926514
"28502",NA,"J","PROFESSOR","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",0,3,0,5,0,6.65999984741211,2.95000004768372
"28503",NA,"J","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1200,3,2,2.25,0,4.5,4.84999990463257
"28504",NA,"J","ENGENHEIRO","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",6300,1,1,3,0,1.99000000953674,4.15000009536743
"28505",NA,"J","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2400,4,1,6.32000017166138,6.5,5.98000001907349,6.39999985694885
"28506",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","PARANAGUA",0,1,2,4.01000022888184,0,7.59999990463257,6
"28507",NA,"J","ENGENHEIRO","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4029,1,0,1.75,0,4.65000009536743,3.84999990463257
"28508",NA,"J","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",850,1,0,2.25,3.25,4,3.125
"28509",NA,"J","ESTAGIARIO","COMPRAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",1056,3,3,5.75,0,5.98000001907349,7.84999990463257
"28510",NA,"J","ENGENHERIO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",4500,3,0,6.125,0,5.98999977111816,1.7
"28511",NA,"J","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",5500,2,1,3.60000002384186,0,6.67000007629395,10
"28512",NA,"J","ESTAGIARIO","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,2,7.875,0,5.16499996185303,7
"28513",NA,"J","ANALISTA","FINANCAS","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","PARANAGUA",4000,3,1,0,0,8,7.59999990463257
"28514",NA,"J","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,1,7.5,5.5,6.65000009536743,7.59999990463257
"28515",NA,"J","ESTAGIARIO","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,0,6,0,6,5.5
"28516",NA,"J","ESPECIALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6000,3,0,7.25,0,8,8
"28517",NA,"J","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","PARANAGUA",0,3,2,7.75,0,7.46000003814697,6.80000019073486
"28518",NA,"J","ANALISTA","LOGISTICA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2400,3,1,3.75,0,5,4.09999990463257
"28519",NA,"J","ENGENHEIRO","QUALIDADE","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5000,3,1,4,2.75,6.99499988555908,5.29999995231628
"28520",NA,"J","OUTROS","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",7000,3,2,9,0,7.34000015258789,7.70000004768372
"28521",NA,"J","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3000,3,1,7,0,6,5.95000004768372
"28522",NA,"J","TECNICO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,0,6,0,6.82999992370605,5.69999980926514
"28523",NA,"J","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",6000,3,2,6,8,9.32999992370605,7.59999990463257
"28524",NA,"J","ANALISTA","BIOLOGICAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,3,1,5.6399998664856,0,6,4.40000009536743
"28525",NA,"J","GESTOR","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",2500,3,2,6.98999977111816,0,6.59999990463257,7.40000009536743
"28526",NA,"J","ENGENHEIRO","CONSTRU플O","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,2,6.25,8.75,7.32000017166138,6.19999980926514
"28527",NA,"J","ANALISTA","TECNOLOGIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5600,3,2,8,1.05,8,7.75
"28528",NA,"J","TRAINEE","COMPRAS","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5000,4,0,8.25,0,5.32000017166138,8.19999980926514
"28529",NA,"J","OUTROS","ENGENHARIA","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",5500,4,3,0,0,5.32000017166138,6.89999985694885
"28530",NA,"J","SUPERVISOR","SERVICOS TECNICOS","TECNICO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","PARANAGUA",2900,2,0,3.5,2,7.32000017166138,5.70000004768372
"28531",NA,"J","OUTROS","QUALIDADE","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",0,4,1,9.65999984741211,0,10,9.59999990463257
"28532",NA,"J","TRAINEE","PRODUCAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","PARANAGUA",3500,3,0,7,0,7.32000017166138,7.09999990463257
