"","aprovado_vaga","codigo_vaga","ultimo_cargo_candidato","area_interesse_candidato","nivel_candidato","formacao_candidato","cargo_vaga","cidade_vaga","ultimo_salario_candidato","nivel_ingles_candidato","nivel_espanhol_candidato","mediana_teste_ingles_candidato","mediana_teste_espanhol_candidato","mediana_teste_logica_candidato","mediana_teste_outros_candidato"
"6478","0","W","PROFESSOR","ADVOCACIA/JURIDICA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1650,2,1,6.65000009536743,0,3.26999998092651,7
"6479","0","W","ANALISTA","ENGENHARIA","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3000,3,0,5.32999992370605,0,5.5,4.39999997615814
"6480","0","W","ENGENHEIRO","COMERCIAL/VENDAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",7920,3,0,8.67000007629395,0,7.19999980926514,7
"6481","0","W","ENGENHEIRO","TECNOLOGIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4200,4,1,6.125,0,6.67999982833862,3.90000009536743
"6482","0","W","ANALISTA","ADMINISTRACAO","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4500,3,1,5.75,0,5.98000001907349,7.09999990463257
"6483","0","W","ADMINISTRATIVO","RH","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1500,3,1,4.98000001907349,0,4,5.40000009536743
"6484","0","W","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,2,4.25,0,5.32999992370605,5.54999995231628
"6485","0","W","AUXILIAR","SERVICOS TECNICOS","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1700,3,0,5.125,4.5,6.65999984741211,3.70000004768372
"6486","0","W","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,0,6.5,0,5.98999977111816,6.45000004768372
"6487","0","W","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1600,3,0,8,0,3,4.40000009536743
"6488","0","W","GESTOR","ENGENHARIA","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1200,4,0,5.5,0,8,10
"6489","0","W","OUTROS","FINANCAS","SENIOR","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",3000,4,1,7.75,0,7.5,7.54999995231628
"6490","0","W","GESTOR","ENGENHARIA","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2000,4,3,6,5.875,6.65000009536743,7.84999990463257
"6491","0","W","PESQUISADOR","TECNOLOGIA","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1200,2,1,3,3,3.99000000953674,2.79999995231628
"6492","0","W","OUTROS","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2500,3,1,4.75,0,4,5.69999980926514
"6493","0","W","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1200,4,2,8,7.875,7.40499997138977,8
"6494","0","W","OUTROS","TECNOLOGIA","TECNICO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3000,3,0,5.91000008583069,0,5.34000015258789,5.59999990463257
"6495","0","W","CONSULTOR","TECNOLOGIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,4,1,6.75,0,5.98999977111816,6.59999990463257
"6496","0","W","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4344,3,1,8.25,0,7.98999977111816,4.90000009536743
"6497","0","W","GESTOR","BIOLOGICAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1500,4,0,0,0,0,6.5
"6498","0","W","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1118,3,2,6.20000004768372,0,6,6.75
"6499","0","W","ADMINISTRATIVO","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",983,3,1,7,0,8.29999995231628,7
"6500","0","W","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",1760,4,1,7.375,0,7.32000017166138,7.19999980926514
"6501","0","W","ANALISTA","ADMINISTRACAO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2500,4,0,8.5,0,9,8.5
"6502","0","W","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,2,1,2,0,7,2.79999995231628
"6503","0","W","ASSISTENTE","MARKETING","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",800,2,2,3.75,0,4,2.89999997615814
"6504","0","W","ESPECIALISTA","QUALIDADE","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3600,3,1,5.125,0,5.59999990463257,3.39999997615814
"6505","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,0,6.5,0,6.65000009536743,7
"6506","0","W","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",6500,3,1,6,0,3.91649997234344,8.29999995231628
"6507","0","W","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",0,3,0,6.5,0,5.30999994277954,6.70000004768372
"6508","0","W","OUTROS","FINANCAS","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",7500,4,0,5.25,0,5.32000017166138,6
"6509","0","W","ANALISTA","TECNOLOGIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",2000,3,1,10,0,5,9
"6510","0","W","GESTOR","ANALYTICS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4500,3,0,8,0,6,9
"6511","0","W","ANALISTA","FINANCAS","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",5000,3,3,4,0,4.5,3.89999985694885
"6512","0","W","PROFESSOR","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",0,3,0,8.50500011444092,0,7.25,7.19999980926514
"6513","0","W","ANALISTA","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",6000,4,1,5.375,3.25,6.01000022888184,5.84999990463257
"6514","0","W","PESQUISADOR","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",1000,4,4,6.57500004768372,0,5.40000009536743,5
"6515","0","W","ESTAGIARIO","QUALIDADE","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1012,3,2,5.34000015258789,0,7.59999990463257,4
"6516","0","W","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,1,7.24000000953674,0,5.32999992370605,8.39999961853027
"6517","1","W","ANALISTA","TECNOLOGIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,2,8.375,0,7.39499998092651,8.69999980926514
"6518","1","W","ENGENHEIRO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,0,7.75,0,7.32000017166138,7.14999985694885
"6519","0","W","CONSULTOR","PESQUISA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4500,3,3,8,7.5,7.75,7.59999990463257
"6520","0","W","ANALISTA","COMERCIAL/VENDAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2900,2,2,5.25,0,5,7
"6521","0","W","PESQUISADOR","INDUSTRIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,0,6.875,6,5.98999977111816,7
"6522","0","W","PROFESSOR","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2000,4,3,8.5,4.5,6.07999992370605,6.34999990463257
"6523","0","W","ENGENHEIRO","ENSINO","PLENO","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",0,4,3,6.32000017166138,5.5,6.65999984741211,6
"6524","0","W","TECNICO","ADMINISTRACAO","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1200,4,0,5.125,0,6,8
"6525","0","W","CONSULTOR","JORNALISMO","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3000,4,1,7.5,0,7.98999977111816,7
"6526","0","W","AUXILIAR","AUDITORIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1753,0,0,2.65000009536743,2,3.99000000953674,4
"6527","0","W","OUTROS","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",500,4,2,8.65999984741211,7.75,8,7.59999990463257
"6528","0","W","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",2500,4,0,6.5,9.75,6.67000007629395,5.95000004768372
"6529","0","W","SUPERVISOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,4,4,7,0,7.16499996185303,8
"6530","0","W","ENGENHEIRO","COMPRAS","TECNICO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4200,4,1,0,0,0,8.39999961853027
"6531","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2000,3,1,6.75,0,6.65000009536743,6.40000009536743
"6532","0","W","CONSULTOR","ATEND. A CLIENTE","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2800,3,0,6.375,0,5,4.80000019073486
"6533","0","W","PESQUISADOR","INDUSTRIA","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2500,4,1,6,3.25,5.32000017166138,5
"6534","0","W","PESQUISADOR","INDUSTRIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",0,4,0,8,0,6.65000009536743,7.40000009536743
"6535","0","W","PESQUISADOR","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1150,4,1,9.24499988555908,0,5.66499996185303,7
"6536","0","W","OUTROS","COMERCIAL/VENDAS","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",2500,4,2,7.98999977111816,0,3.45000004768372,6.64999985694885
"6537","0","W","ESTAGIARIO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,2,0,6.28999996185303,0,8.67000007629395,7.54999971389771
"6538","0","W","ANALISTA","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3500,3,0,4.375,0,4,7.75
"6539","0","W","AUXILIAR","AUDITORIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1200,3,1,4,0,5.32000017166138,7
"6540","0","W","PESQUISADOR","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",1100,3,0,7.25,0,7.32999992370605,5.84999990463257
"6541","0","W","OUTROS","INDUSTRIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",3300,4,1,7.5,0,8.65999984741211,6
"6542","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1000,3,3,5.5,0,7,7.5
"6543","0","W","ASSISTENTE","TECNOLOGIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1440,3,3,6.375,0,6.65000009536743,6.09999990463257
"6544","0","W","OUTROS","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,1,3.75,0,6.65999984741211,8
"6545","1","W","ENGENHEIRO","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",6300,4,0,7.25,0,4.65999984741211,6.40000009536743
"6546","0","W","SUPERVISOR","ENGENHARIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",8000,4,1,7.25,0,6.5,7.69999980926514
"6547","0","W","ANALISTA","GESTAO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4800,4,1,8,0,8,7.19999980926514
"6548","0","W","ANALISTA","TECNOLOGIA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3750,3,0,6.25,0,7.32000017166138,5.40000009536743
"6549","0","W","OUTROS","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3000,2,2,4.5,6.75,5.41000008583069,5.29999995231628
"6550","1","W","ESTAGIARIO","TECNOLOGIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,0,9,0,6,6.59999990463257
"6551","0","W","ESTAGIARIO","ADMINISTRACAO","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1700,3,1,5.5,0,4.65999984741211,4.19999980926514
"6552","0","W","CONSULTOR","FINANCAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",0,4,1,5.75,0,6.65000009536743,7.69999980926514
"6553","0","W","ANALISTA","ADMINISTRACAO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,3,5.75,9,7.98999977111816,5.84999990463257
"6554","0","W","SUPERVISOR","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3500,4,4,6.25,6.875,5.34000015258789,5.59999990463257
"6555","0","W","ANALISTA","TECNOLOGIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3700,3,1,5.75,0,5.32999992370605,6.40000009536743
"6556","0","W","NAO CLASSIFICADO","ENGENHARIA","NULL","POS-GRADUACAO NO NIVEL MESTRADO","NULL","CURITIBA",0,3,1,8,0,7,7.20000004768372
"6557","0","W","ANALISTA","COMPRAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,3,7.5,7.5,6.65000009536743,8
"6558","0","W","OUTROS","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",900,3,1,0,0,4.30000019073486,5.19999980926514
"6559","0","W","TRAINEE","GESTAO","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4000,4,2,7.875,0,6.5,8.75
"6560","0","W","AUXILIAR","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,1,1,3.25,2.75,5.19999980926514,4.5
"6561","0","W","TRAINEE","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2500,3,0,4.75,0,6.65999984741211,7.25
"6562","0","W","ANALISTA","FINANCAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4500,4,0,7.875,0,8,8.19999980926514
"6563","0","W","SUPERVISOR","ADMINISTRACAO","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,1,8.75,0,7.75,8.69999980926514
"6564","0","W","ESPECIALISTA","GESTAO","SENIOR","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3000,3,1,5.75,0,6.5,8
"6565","0","W","PESQUISADOR","SERVICOS TECNICOS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1500,4,1,2.5,3,3,4
"6566","0","W","ANALISTA","COMERCIAL/VENDAS","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",5500,3,0,4.28999996185303,0,4.65999984741211,5.69999980926514
"6567","0","W","ANALISTA","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,4,0,7,0,6.99499988555908,6.75
"6568","0","W","ENGENHERIO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4500,3,0,6.125,0,5.98999977111816,1.7
"6569","0","W","ASSISTENTE","RELACIONAMENTO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3000,3,2,5.6399998664856,0,6,2.20000004768372
"6570","0","W","GESTOR","ENGENHARIA","SUPERVISAO/COORDENACAO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3153,4,1,7.25,0,5.32999992370605,6.59999990463257
"6571","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,1,6.5,0,6,8.5
"6572","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",2000,3,0,5.25,0,3.99000000953674,5.95000004768372
"6573","0","W","OPERADOR","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1253,2,0,3.99000000953674,0,7.29999995231628,6.70000004768372
"6574","0","W","OUTROS","SSMA","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",6000,4,2,5.375,0,7.32999992370605,3.79999995231628
"6575","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1990,3,2,7.16000008583069,0,5.98000001907349,7
"6576","0","W","OUTROS","ENGENHARIA","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1100,3,1,5.32999992370605,0,5.32000017166138,4.90000009536743
"6577","0","W","SUPERVISOR","ENGENHARIA","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",6000,3,1,7.86999988555908,3.75,5.98999977111816,7.19999980926514
"6578","0","W","TECNICO","INDUSTRIA","AUXILIAR/OPERACIONAL","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1635,2,1,5.25,0,4.65999984741211,3.70000004768372
"6579","0","W","OUTROS","COMPRAS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2600,4,2,7.5,0,6,6.80000019073486
"6580","0","W","EMPREENDEDOR","ADMINISTRACAO","DIRETORIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1800,4,4,3.875,0,6,7.20000004768372
"6581","1","W","GESTOR","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",8700,4,4,5.30999994277954,0,7.32999992370605,0
"6582","0","W","ENGENHEIRO","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",7960,4,2,6.25,0,7.66499996185303,6.5
"6583","0","W","ENGENHEIRO","TECNOLOGIA","SENIOR","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",9500,2,2,4.75,0,5.32000017166138,6.04999995231628
"6584","0","W","OUTROS","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1456,2,0,3.25,0,4.65000009536743,2.00000005960464
"6585","0","W","TECNICO","ENGENHARIA","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2600,2,0,2.87000000476837,0,3.30999994277954,1.5
"6586","0","W","ESTAGIARIO","SERVICOS TECNICOS","ESTAGIO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,3,0,3.5,0,3.8,8
"6587","0","W","ADMINISTRATIVO","ADMINISTRACAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",730,1,0,2.5,2.75,3.99000000953674,2.70000004768372
"6588","0","W","PROFESSOR","ENGENHARIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",1942,3,1,6,0,6.65999984741211,6.04999995231628
"6589","0","W","ESTAGIARIO","ENGENHARIA","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",0,3,1,7,0,7.98999977111816,8.29999995231628
"6590","0","W","EMPREENDEDOR","ENGENHARIA","DIRETORIA","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,2,4,0,4,7.40000009536743
"6591","0","W","OPERADOR","ENSINO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1800,3,2,6,0,4.65999984741211,5.56500005722046
"6592","0","W","GESTOR","ENGENHARIA","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,4,1,6.625,0,5.98000001907349,6
"6593","0","W","VENDEDOR","INDUSTRIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,3,0,6.1949999332428,0,6.83500003814697,1.25999999046326
"6594","0","W","ANALISTA","TECNOLOGIA","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3000,3,3,4.75,0,4,5.39999997615814
"6595","0","W","ANALISTA","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1800,1,1,2.5,0,4,4.45000004768372
"6596","0","W","TECNICO","ENGENHARIA","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3900,3,0,4.25,0,5.49000000953674,3.55000007152557
"6597","0","W","GESTOR","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",6500,4,1,5.875,0,5.34000015258789,5
"6598","0","W","OUTROS","COMERCIAL/VENDAS","GERENCIA","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",0,3,0,3.12999999523163,2.625,5.66000008583069,4
"6599","0","W","PESQUISADOR","BIOLOGICAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1500,3,2,1.3,0,0,6.40000009536743
"6600","0","W","OUTROS","SSMA","SENIOR","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3600,4,1,8,6.5,6,7
"6601","0","W","ANALISTA","COMERCIAL/VENDAS","SENIOR","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",6000,4,2,6.5,5,7.2649998664856,7.59999990463257
"6602","0","W","SUPERVISOR","ADMINISTRACAO","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2000,3,1,5,0,5.98000001907349,6.40000009536743
"6603","0","W","ANALISTA","FINANCAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",4000,4,2,3.125,0,5.32000017166138,2.5
"6604","0","W","ANALISTA","COMERCIAL/VENDAS","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,3,5.875,5.75,6.67999982833862,7.5
"6605","0","W","ANALISTA","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,2,4.125,0,7.34000015258789,7.65000009536743
"6606","0","W","OPERADOR","PRODUCAO","AUXILIAR/OPERACIONAL","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",640,2,0,2.25,0,3.98000001907349,5.09999990463257
"6607","1","W","DESENVOLVEDOR","TECNOLOGIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",1728,3,0,6.875,0,6.65999984741211,5.59999990463257
"6608","0","W","ANALISTA","MARKETING","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",0,4,3,7.65999984741211,5.75,5.32000017166138,5.09999990463257
"6609","0","W","ADMINISTRATIVO","ADMINISTRACAO","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",520,1,0,3.25,3,5,3.20000004768372
"6610","0","W","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",8000,2,0,2.625,0,5,5.5
"6611","0","W","TECNICO","SERVICOS TECNICOS","TECNICO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",0,3,0,5,0,4.65999984741211,3
"6612","0","W","GESTOR","SERVICOS TECNICOS","JUNIOR/TRAINEE","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",7500,3,2,2.5,0,4,4
"6613","0","W","TECNICO","ENGENHARIA","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",8000,4,2,6,0,5.30999994277954,7
"6614","0","W","OUTROS","GESTAO","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4000,3,1,5.5,0,7.98999977111816,1.45
"6615","0","W","TECNICO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",3000,4,0,7.125,0,7.32000017166138,7.75
"6616","0","W","ASSISTENTE","MARKETING","PLENO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",450,4,2,6.6399998664856,0,4,5
"6617","1","W","ENGENHEIRO","COMPRAS","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4500,3,0,7,0,6,5.79999995231628
"6618","0","W","ENGENHEIRO","ENGENHARIA","JUNIOR/TRAINEE","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",4400,3,2,5.375,0,6,4.5
"6619","0","W","DESENVOLVEDOR","OUTROS","ESTAGIO","FORMACAO SUPERIOR (CURSANDO)","NULL","CURITIBA",0,3,0,9,0,6.59999990463257,9.19999980926514
"6620","0","W","SUPERVISOR","COMERCIAL/VENDAS","SUPERVISAO/COORDENACAO","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",3300,1,1,1.5,0,2.66000008583069,2.45000004768372
"6621","0","W","GESTOR","TECNOLOGIA","GERENCIA","FORMACAO SUPERIOR COMPLETA","NULL","CURITIBA",2500,3,0,5.34999990463257,0,5.59999990463257,5.5
"6622","0","W","OUTROS","QUALIDADE","PLENO","POS-GRADUACAO NO NIVEL ESPECIALIZACAO","NULL","CURITIBA",5000,4,2,4.99500012397766,0,3.5,3.5
